job,arrival,started,finished,user,user_1_st,user_2_st,user_3_st,user_4_st,user_5_st
2772786357024,3.2376350235551126,3.2376350235551126,4.444914401819707,5,1.73743833596369,4.052468658147213,1.932416760235145,3.759809366555541,1.2072793782645943
2772786357304,10.882386541634938,10.882386541634938,13.556823440197778,5,3.766598719209059,3.898567633576889,3.401861688174,4.425448290135827,2.674436898562841
2772786357024,20.56139275867704,20.56139275867704,23.574106234790207,5,3.123808053655355,3.4223990216751217,4.047736081073975,3.1214099984678985,3.0127134761131673
2772786357304,28.88262348414705,28.88262348414705,31.205739297410418,1,2.3231158132633674,4.573573493800223,2.5474241678083294,4.931561071069534,3.4421365802872255
2772786357024,34.00417572448887,34.00417572448887,36.848008810966036,1,2.8438330864771664,2.9487482885182636,3.578115573835062,3.330388875519817,3.8356091509791077
2772786357304,39.303561017749246,39.303561017749246,40.8742259648573,4,3.4993530405721502,2.1167418045898545,2.9545782757918446,1.570664947108056,4.09845552625742
2772786357024,41.1912328456326,41.1912328456326,43.002170571308085,1,1.810937725675485,3.2987463421606833,3.740586938355766,2.951519287610889,2.9674928725084895
2772786357304,46.30661586705769,46.30661586705769,48.747629693179306,5,4.202634393749834,4.007052259371105,3.2346832667051864,4.043794630636743,2.441013826121617
2772786403872,46.829230073818394,46.829230073818394,49.41524569034204,4,3.297152319455626,2.3635084030637903,3.4227339897765403,2.586015616523647,3.407082207670096
2772786357136,46.71629002114113,46.71629002114113,49.44010819832016,2,2.975144206259886,2.723818177179033,2.884321519468088,3.0126586770276655,1.7472111621148043
2772786404264,47.2774050581874,47.2774050581874,49.5702528442498,1,2.292847786062403,1.647490248111238,3.9008206188275265,2.0231066765332812,3.5591894123064516
2772786404656,57.873285239269364,57.873285239269364,60.73621325669436,1,2.862928017425,3.023476194847008,3.852658824778107,3.2994416021558184,3.651150537455807
2772786404264,63.834219659996805,63.834219659996805,67.23935268262454,1,3.4051330226277368,3.480010985861127,3.850517238809605,4.161791926216723,5.278212499619841
2772786404656,72.70936437818855,72.70936437818855,74.67224845873082,2,2.551402749743401,1.96288408054226,2.2688954693833168,2.641720261256207,3.079788887472714
2772786404264,75.72329183985036,75.72329183985036,79.31199736256566,1,3.5887055227152986,7.131190511797079,4.721851434659624,6.011565771100671,4.692849110748977
2772786404656,89.87139149167632,89.87139149167632,92.60423797965154,3,2.8723039620295476,4.8528678041442195,2.7328464879752166,3.254291526680275,3.4878957546693217
2772786404264,95.0458615102848,95.0458615102848,99.34801674170468,4,5.515218075736108,5.084545684763413,4.936068236960282,4.302155231419889,5.269346756405661
2772786404656,105.63700403663528,105.63700403663528,106.28580875976091,4,0.7841688002843429,2.027532316158749,1.6552066705877775,0.648804723125639,1.12531809031577
2772786404264,108.52560264126272,108.52560264126272,110.59787349857773,5,2.727301623718473,3.254647463804748,2.0876284162572905,3.41619729839124,2.072270857315007
2772786404656,122.57617552743056,122.57617552743056,124.49152956669444,4,2.2708643576901535,3.106145988606737,2.372899513514881,1.915354039263872,2.9174371315319174
2772786404264,125.09376273956353,125.09376273956353,126.2440068416787,4,2.4165037195017116,1.3717116236218623,1.4962628876846753,1.1502441021151597,2.2775978347749053
2772786404656,126.62342559613009,126.62342559613009,127.76944210083981,2,2.39947800339619,1.1460165047097188,1.8585548275665456,1.2994047139443963,2.2374543530582782
2772786404264,129.84899730995556,129.84899730995556,133.09857841376535,1,3.2495811038097884,3.753001155529829,3.735190538980183,4.211888731104867,4.853580960486415
2772786404656,134.24471563055664,134.24471563055664,136.02800785364582,3,2.940049723003532,3.168662966338314,1.7832922230891861,2.5479704629965765,2.228512937291497
2772786404264,143.0690025432892,143.0690025432892,144.66086649345348,3,2.127872514353953,2.4619351375873446,1.5918639501642728,2.398574472127822,2.7195163931283317
2772786404656,147.80788683948063,147.80788683948063,149.8049816210106,4,3.0176596123075354,3.724781832828691,2.3985879054245776,1.9970947815299753,3.030251695267044
2772787898464,151.98511107981201,151.98511107981201,152.73441667551455,4,2.0644717143912947,3.445378119439723,1.708828289642001,0.7493055957025515,0.9069080054379589
2772786404544,151.4752009030093,151.4752009030093,153.52788817838123,1,2.0526872753719383,3.0627708532307136,2.8134271678992055,3.275538942688625,1.9785122421923946
2772786404264,151.30723558808901,151.30723558808901,155.0971277439415,5,4.068862335555541,6.666657565438307,4.499296006470665,4.355206217497984,3.789892155852502
2772787898856,152.47488972725856,152.47488972725856,155.2762090275363,3,2.4386831404162264,2.826888953411676,2.8013193002777435,3.4449989500451057,3.2939250672456333
2772787899248,166.57837126846664,166.57837126846664,168.31205899267718,4,2.845783166161146,2.5820294646280373,3.768117334638158,1.733687724210535,3.267499679582978
2772700737208,167.72119653307115,167.72119653307115,169.84741799990672,2,3.479477367866787,2.126221466835576,3.6654516710334573,3.1183709076998616,5.11717152520649
2772787913112,171.13184367435147,171.13184367435147,171.89448396069005,2,2.266657214606301,0.7626402863385847,1.3574765538038756,1.5858645610594992,1.5431904944914574
2772787899192,171.18819897547894,171.18819897547894,174.08809378864964,3,3.693887066284941,4.293007860348322,2.899894813170695,4.514409348275862,3.127346670923916
2772787914512,176.79331073777098,176.79331073777098,178.57979535277684,4,4.204861313017412,2.8482477574902645,3.228449679109692,1.7864846150058513,2.5666293363893202
2772787914400,177.94550716683688,177.94550716683688,181.1021453318396,2,3.8195783931004637,3.1566381650027338,3.384189402834839,3.217294410633446,4.910758301013421
2772787915744,199.57000055134688,199.57000055134688,200.61013768325472,3,3.2507899604804225,2.5370618488372676,1.0401371319078438,2.0193442208770653,1.7682927189072206
2772787914400,199.63569125104604,199.63569125104604,203.326337687341,2,4.1370847942134175,3.690646436294975,5.69752020237989,4.066587509135924,3.9191443149384297
2772787916696,208.45766025099724,208.45766025099724,211.18060900510721,2,5.103255056091435,2.722948754109972,4.6842169279742425,2.9269638330724925,4.368207447965411
2772787914400,214.74211101131561,214.74211101131561,216.3406550492156,1,1.5985440378999973,2.789245580122112,2.7504058414760437,1.7367047032299845,1.7799686249023754
2772787916416,225.3396639752004,225.3396639752004,227.05007677620387,1,1.7104128010034696,2.047577171163884,3.110143123255816,2.9915313210749175,1.7376859304452907
2772787916696,224.63425313216078,224.63425313216078,228.29986400543794,5,4.244041855088186,4.113262203847743,5.284417516048842,4.386554141309443,3.6656108732771466
2772787927696,226.14915592839006,226.14915592839006,229.59071091473763,2,3.088634663844157,3.4415549863475756,4.110201183008529,4.173414238114637,2.2805718936803645
2772787928088,231.60396385925242,231.60396385925242,233.6237759925629,5,2.2986863655028813,3.0318231763071353,2.6747516253921377,3.097813728744167,2.0198121333104972
2772786359320,234.25283491521859,234.25283491521859,236.48888169970766,4,3.7689559955058316,2.801320845861045,4.29908184028891,2.2360467844890763,4.666600515669291
2772786358648,232.99142692260395,232.99142692260395,236.8190055959181,3,4.539696752741167,4.94255342886127,3.827578673314149,4.5272251819228995,5.295981954215614
2772786360104,241.82518012756822,241.82518012756822,243.97608877187878,5,2.975182242445166,3.2294684129867672,2.4107977995153522,2.3604273221860934,2.1509086443105727
