job,arrival,started,finished,user,user_1_st,user_2_st,user_3_st,user_4_st,user_5_st
2345813730304,3.2376350235551126,46.829230073818394,48.03650945208299,5,1.73743833596369,4.052468658147213,1.932416760235145,3.759809366555541,1.2072793782645943
2345813731256,28.88262348414705,46.829230073818394,49.152345887081765,1,2.3231158132633674,4.573573493800223,2.5474241678083294,4.931561071069534,3.4421365802872255
2345813731592,34.00417572448887,46.829230073818394,49.777978362336654,2,2.8438330864771664,2.9487482885182636,3.578115573835062,3.330388875519817,3.8356091509791077
2345813730920,20.56139275867704,46.829230073818394,49.95064007228629,4,3.123808053655355,3.4223990216751217,4.047736081073975,3.1214099984678985,3.0127134761131673
2345813730528,10.882386541634938,46.829230073818394,50.231091761992396,3,3.766598719209059,3.898567633576889,3.401861688174,4.425448290135827,2.674436898562841
2345813731928,39.303561017749246,75.72329183985036,77.29395678695842,4,3.4993530405721502,2.1167418045898545,2.9545782757918446,1.570664947108056,4.09845552625742
2345813791072,47.2774050581874,75.72329183985036,77.3707820879616,2,2.292847786062403,1.647490248111238,3.9008206188275265,2.0231066765332812,3.5591894123064516
2345813732264,41.1912328456326,75.72329183985036,77.53422956552585,1,1.810937725675485,3.2987463421606833,3.740586938355766,2.951519287610889,2.9674928725084895
2345813732600,46.30661586705769,75.72329183985036,78.16430566597198,5,4.202634393749834,4.007052259371105,3.2346832667051864,4.043794630636743,2.441013826121617
2345813730472,63.834219659996805,75.72329183985036,79.57380907865996,3,3.4051330226277368,3.480010985861127,3.850517238809605,4.161791926216723,5.278212499619841
2345813732936,46.71629002114113,122.57617552743056,124.32338668954537,5,2.975144206259886,2.723818177179033,2.884321519468088,3.0126586770276655,1.7472111621148043
2345813792304,72.70936437818855,122.57617552743056,124.84507099681389,3,2.551402749743401,1.96288408054226,2.2688954693833168,2.641720261256207,3.079788887472714
2345813733272,46.829230073818394,122.57617552743056,124.93968393049435,2,3.297152319455626,2.3635084030637903,3.4227339897765403,2.586015616523647,3.407082207670096
2345813792976,75.72329183985036,122.57617552743056,126.16488105014587,1,3.5887055227152986,7.131190511797079,4.721851434659624,6.011565771100671,4.692849110748977
2345813771432,95.0458615102848,122.57617552743056,126.87833075885045,4,5.515218075736108,5.084545684763413,4.936068236960282,4.302155231419889,5.269346756405661
2345813773224,105.63700403663528,143.0690025432892,143.71780726641484,4,0.7841688002843429,2.027532316158749,1.6552066705877775,0.648804723125639,1.12531809031577
2345813733272,126.62342559613009,143.0690025432892,144.2150190479989,2,2.39947800339619,1.1460165047097188,1.8585548275665456,1.2994047139443963,2.2374543530582782
2345813773560,108.52560264126272,143.0690025432892,145.1412734006042,5,2.727301623718473,3.254647463804748,2.0876284162572905,3.41619729839124,2.072270857315007
2345813773056,89.87139149167632,143.0690025432892,145.80184903126442,3,2.8723039620295476,4.8528678041442195,2.7328464879752166,3.254291526680275,3.4878957546693217
2345813730976,57.873285239269364,143.0690025432892,145.9319305607142,1,2.862928017425,3.023476194847008,3.852658824778107,3.2994416021558184,3.651150537455807
2345813794712,125.09376273956353,152.47488972725856,153.8466013508804,2,2.4165037195017116,1.3717116236218623,1.4962628876846753,1.1502441021151597,2.2775978347749053
2345813794768,134.24471563055664,152.47488972725856,154.25818195034773,3,2.940049723003532,3.168662966338314,1.7832922230891861,2.5479704629965765,2.228512937291497
2345813771040,122.57617552743056,152.47488972725856,154.39024376652242,4,2.2708643576901535,3.106145988606737,2.372899513514881,1.915354039263872,2.9174371315319174
2345719344824,129.84899730995556,152.47488972725856,155.72447083106834,1,3.2495811038097884,3.753001155529829,3.735190538980183,4.211888731104867,4.853580960486415
2345813730976,151.30723558808901,152.47488972725856,156.26478188311106,5,4.068862335555541,6.666657565438307,4.499296006470665,4.355206217497984,3.789892155852502
2345813942344,151.98511107981201,176.79331073777098,177.70021874320895,5,2.0644717143912947,3.445378119439723,1.708828289642001,0.7493055957025515,0.9069080054379589
2345813849200,143.0690025432892,176.79331073777098,178.38517468793526,3,2.127872514353953,2.4619351375873446,1.5918639501642728,2.398574472127822,2.7195163931283317
2345813942904,166.57837126846664,176.79331073777098,178.52699846198152,4,2.845783166161146,2.5820294646280373,3.768117334638158,1.733687724210535,3.267499679582978
2345813850264,151.4752009030093,176.79331073777098,178.84599801314292,1,2.0526872753719383,3.0627708532307136,2.8134271678992055,3.275538942688625,1.9785122421923946
2345813730976,167.72119653307115,176.79331073777098,178.91953220460655,2,3.479477367866787,2.126221466835576,3.6654516710334573,3.1183709076998616,5.11717152520649
2345813945256,171.13184367435147,214.74211101131561,215.5047512976542,2,2.266657214606301,0.7626402863385847,1.3574765538038756,1.5858645610594992,1.5431904944914574
2345813849704,147.80788683948063,214.74211101131561,216.73920579284558,4,3.0176596123075354,3.724781832828691,2.3985879054245776,1.9970947815299753,3.030251695267044
2345813942568,152.47488972725856,214.74211101131561,217.18079415173185,1,2.4386831404162264,2.826888953411676,2.8013193002777435,3.4449989500451057,3.2939250672456333
2345813946096,176.79331073777098,214.74211101131561,217.30874034770494,5,4.204861313017412,2.8482477574902645,3.228449679109692,1.7864846150058513,2.5666293363893202
2345813945760,171.18819897547894,214.74211101131561,217.64200582448632,3,3.693887066284941,4.293007860348322,2.899894813170695,4.514409348275862,3.127346670923916
2345784537552,199.57000055134688,232.99142692260395,234.0315640545118,3,3.2507899604804225,2.5370618488372676,1.0401371319078438,2.0193442208770653,1.7682927189072206
2345813945928,225.3396639752004,232.99142692260395,234.7018397236074,1,1.7104128010034696,2.047577171163884,3.110143123255816,2.9915313210749175,1.7376859304452907
2345813845888,208.45766025099724,232.99142692260395,235.91839075567646,4,5.103255056091435,2.722948754109972,4.6842169279742425,2.9269638330724925,4.368207447965411
2345813942400,177.94550716683688,232.99142692260395,236.14806508760668,2,3.8195783931004637,3.1566381650027338,3.384189402834839,3.217294410633446,4.910758301013421
2345813847736,224.63425313216078,232.99142692260395,236.6570377958811,5,4.244041855088186,4.113262203847743,5.284417516048842,4.386554141309443,3.6656108732771466
