job,arrival,started,finished,user,user_1_st,user_2_st,user_3_st,user_4_st,user_5_st
1438812074728,0.6475270047110225,7.8607122035498485,9.598150539513538,1,1.73743833596369,4.052468658147213,1.932416760235145,3.759809366555541,1.2072793782645943
1438812075680,5.77652469682941,7.8607122035498485,10.408136371358179,3,2.3231158132633674,4.573573493800223,2.5474241678083294,4.931561071069534,3.4421365802872255
1438812074952,2.1764773083269877,7.8607122035498485,10.53514910211269,5,3.766598719209059,3.898567633576889,3.401861688174,4.425448290135827,2.674436898562841
1438812076016,6.800835144897773,7.8607122035498485,10.809460492068112,2,2.8438330864771664,2.9487482885182636,3.578115573835062,3.330388875519817,3.8356091509791077
1438812075344,4.112278551735408,7.8607122035498485,10.982122202017747,4,3.123808053655355,3.4223990216751217,4.047736081073975,3.1214099984678985,3.0127134761131673
1438812076352,7.8607122035498485,10.982122202017747,12.552787149125804,4,3.4993530405721502,2.1167418045898545,2.9545782757918446,1.570664947108056,4.09845552625742
1438812127640,8.238246569126519,11.574657047853872,13.385594773529357,1,1.810937725675485,3.2987463421606833,3.740586938355766,2.951519287610889,2.9674928725084895
1438812128424,9.365846014763678,11.574657047853872,13.938165450917662,2,3.297152319455626,2.3635084030637903,3.4227339897765403,2.586015616523647,3.407082207670096
1438812127584,9.261323173411537,11.574657047853872,14.01567087397549,5,4.202634393749834,4.007052259371105,3.2346832667051864,4.043794630636743,2.441013826121617
1438812127808,9.343258004228225,11.574657047853872,14.45897856732196,3,2.975144206259886,2.723818177179033,2.884321519468088,3.0126586770276655,1.7472111621148043
1438812128760,9.45548101163748,12.552787149125804,14.575893825659085,4,2.292847786062403,1.647490248111238,3.9008206188275265,2.0231066765332812,3.5591894123064516
1438812127360,11.574657047853872,13.385594773529357,16.248522790954357,1,2.862928017425,3.023476194847008,3.852658824778107,3.2994416021558184,3.651150537455807
1438812077304,14.541872875637711,21.127400807327056,23.090284887869316,2,2.551402749743401,1.96288408054226,2.2688954693833168,2.641720261256207,3.079788887472714
1438812127640,17.974278298335268,21.127400807327056,23.860247295302273,3,2.8723039620295476,4.8528678041442195,2.7328464879752166,3.254291526680275,3.4878957546693217
1438812075736,12.766843931999361,21.127400807327056,24.532533829954794,1,3.4051330226277368,3.480010985861127,3.850517238809605,4.161791926216723,5.278212499619841
1438812127360,19.00917230205696,21.127400807327056,25.429556038746945,4,5.515218075736108,5.084545684763413,4.936068236960282,4.302155231419889,5.269346756405661
1438812128928,15.144658367970074,21.127400807327056,25.820249918076033,5,3.5887055227152986,7.131190511797079,4.721851434659624,6.011565771100671,4.692849110748977
1438812542344,21.127400807327056,25.429556038746945,26.078360761872585,4,0.7841688002843429,2.027532316158749,1.6552066705877775,0.648804723125639,1.12531809031577
1438812077528,25.32468511922602,26.848943126111326,27.994959630821043,2,2.39947800339619,1.1460165047097188,1.8585548275665456,1.2994047139443963,2.2374543530582782
1438812127360,26.848943126111326,26.848943126111326,28.632235349200513,3,2.940049723003532,3.168662966338314,1.7832922230891861,2.5479704629965765,2.228512937291497
1438812544080,24.515235105486113,26.848943126111326,28.764297165375197,4,2.2708643576901535,3.106145988606737,2.372899513514881,1.915354039263872,2.9174371315319174
1438812542848,21.705120528252547,26.848943126111326,28.921213983426334,5,2.727301623718473,3.254647463804748,2.0876284162572905,3.41619729839124,2.072270857315007
1438812074952,25.018752547912708,28.764297165375197,29.914541267490357,4,2.4165037195017116,1.3717116236218623,1.4962628876846753,1.1502441021151597,2.2775978347749053
1438812129320,25.969799461991112,26.848943126111326,30.098524229921114,1,3.2495811038097884,3.753001155529829,3.735190538980183,4.211888731104867,4.853580960486415
1438812543016,28.61380050865784,30.494977945451716,32.08684189561599,3,2.127872514353953,2.4619351375873446,1.5918639501642728,2.398574472127822,2.7195163931283317
1438812604904,29.561577367896128,30.494977945451716,32.49207272698169,4,3.0176596123075354,3.724781832828691,2.3985879054245776,1.9970947815299753,3.030251695267044
1438812128928,30.295040180601863,30.494977945451716,32.54766522082365,1,2.0526872753719383,3.0627708532307136,2.8134271678992055,3.275538942688625,1.9785122421923946
