now,global,user_1,user_2,user_3,user_4,user_5
3.2376350235551126,0,0,0,0,0,0
3.2376350235551126,1,0,0,0,0,0
3.2376350235551126,1,0,0,0,0,0
10.882386541634938,1,0,0,0,0,0
10.882386541634938,2,0,0,0,0,0
10.882386541634938,0,0,0,1,0,1
12.089665919899533,0,0,0,1,0,1
12.089665919899533,0,0,0,1,0,0
12.089665919899533,0,0,0,1,0,0
14.284248229808938,0,0,0,1,0,0
14.284248229808938,0,0,0,0,0,0
14.284248229808938,0,0,0,0,0,0
20.56139275867704,0,0,0,0,0,0
20.56139275867704,1,0,0,0,0,0
20.56139275867704,1,0,0,0,0,0
28.88262348414705,1,0,0,0,0,0
28.88262348414705,2,0,0,0,0,0
28.88262348414705,0,1,0,0,0,1
31.205739297410418,0,1,0,0,0,1
31.205739297410418,0,0,0,0,0,1
31.205739297410418,0,0,0,0,0,1
31.895336960260217,0,0,0,0,0,1
31.895336960260217,0,0,0,0,0,0
31.895336960260217,0,0,0,0,0,0
34.00417572448887,0,0,0,0,0,0
34.00417572448887,1,0,0,0,0,0
34.00417572448887,1,0,0,0,0,0
39.303561017749246,1,0,0,0,0,0
39.303561017749246,2,0,0,0,0,0
39.303561017749246,0,1,0,0,1,0
40.8742259648573,0,1,0,0,1,0
40.8742259648573,0,1,0,0,0,0
40.8742259648573,0,1,0,0,0,0
41.1912328456326,0,1,0,0,0,0
41.1912328456326,1,1,0,0,0,0
41.1912328456326,1,1,0,0,0,0
42.147394104226414,1,1,0,0,0,0
42.147394104226414,1,0,0,0,0,0
42.147394104226414,1,0,0,0,0,0
46.30661586705769,1,0,0,0,0,0
46.30661586705769,2,0,0,0,0,0
46.30661586705769,0,1,0,0,0,1
46.71629002114113,0,1,0,0,0,1
46.71629002114113,1,1,0,0,0,1
46.71629002114113,1,1,0,0,0,1
46.829230073818394,1,1,0,0,0,1
46.829230073818394,2,1,0,0,0,1
46.829230073818394,0,1,1,0,1,1
47.2774050581874,0,1,1,0,1,1
47.2774050581874,1,1,1,0,1,1
47.2774050581874,1,1,1,0,1,1
48.117553592733174,1,1,1,0,1,1
48.117553592733174,1,0,1,0,1,1
48.117553592733174,1,0,1,0,1,1
48.747629693179306,1,0,1,0,1,1
48.747629693179306,1,0,1,0,1,0
48.747629693179306,1,0,1,0,1,0
49.41524569034204,1,0,1,0,1,0
49.41524569034204,1,0,1,0,0,0
49.41524569034204,1,0,1,0,0,0
49.55304825099743,1,0,1,0,0,0
49.55304825099743,1,0,0,0,0,0
49.55304825099743,1,0,0,0,0,0
57.873285239269364,1,0,0,0,0,0
57.873285239269364,2,0,0,0,0,0
57.873285239269364,0,1,1,0,0,0
59.520775487380604,0,1,1,0,0,0
59.520775487380604,0,1,0,0,0,0
59.520775487380604,0,1,0,0,0,0
60.73621325669436,0,1,0,0,0,0
60.73621325669436,0,0,0,0,0,0
60.73621325669436,0,0,0,0,0,0
63.834219659996805,0,0,0,0,0,0
63.834219659996805,1,0,0,0,0,0
63.834219659996805,1,0,0,0,0,0
72.70936437818855,1,0,0,0,0,0
72.70936437818855,2,0,0,0,0,0
72.70936437818855,0,1,1,0,0,0
74.67224845873082,0,1,1,0,0,0
74.67224845873082,0,1,0,0,0,0
74.67224845873082,0,1,0,0,0,0
75.72329183985036,0,1,0,0,0,0
75.72329183985036,1,1,0,0,0,0
75.72329183985036,1,1,0,0,0,0
76.11449740081629,1,1,0,0,0,0
76.11449740081629,1,0,0,0,0,0
76.11449740081629,1,0,0,0,0,0
89.87139149167632,1,0,0,0,0,0
89.87139149167632,2,0,0,0,0,0
89.87139149167632,0,1,0,1,0,0
92.60423797965154,0,1,0,1,0,0
92.60423797965154,0,1,0,0,0,0
92.60423797965154,0,1,0,0,0,0
93.46009701439162,0,1,0,0,0,0
93.46009701439162,0,0,0,0,0,0
93.46009701439162,0,0,0,0,0,0
95.0458615102848,0,0,0,0,0,0
95.0458615102848,1,0,0,0,0,0
95.0458615102848,1,0,0,0,0,0
105.63700403663528,1,0,0,0,0,0
105.63700403663528,2,0,0,0,0,0
105.63700403663528,0,1,0,0,1,0
106.42117283691962,0,1,0,0,1,0
106.42117283691962,0,0,0,0,1,0
106.42117283691962,0,0,0,0,1,0
108.52560264126272,0,0,0,0,1,0
108.52560264126272,1,0,0,0,1,0
108.52560264126272,1,0,0,0,1,0
109.93915926805516,1,0,0,0,1,0
109.93915926805516,1,0,0,0,0,0
109.93915926805516,1,0,0,0,0,0
122.57617552743056,1,0,0,0,0,0
122.57617552743056,2,0,0,0,0,0
122.57617552743056,0,0,0,0,1,1
124.49152956669444,0,0,0,0,1,1
124.49152956669444,0,0,0,0,0,1
124.49152956669444,0,0,0,0,0,1
124.64844638474557,0,0,0,0,0,1
124.64844638474557,0,0,0,0,0,0
124.64844638474557,0,0,0,0,0,0
125.09376273956353,0,0,0,0,0,0
125.09376273956353,1,0,0,0,0,0
125.09376273956353,1,0,0,0,0,0
126.62342559613009,1,0,0,0,0,0
126.62342559613009,2,0,0,0,0,0
126.62342559613009,0,0,1,0,1,0
127.76944210083981,0,0,1,0,1,0
127.76944210083981,0,0,0,0,1,0
127.76944210083981,0,0,0,0,1,0
127.77366969824524,0,0,0,0,1,0
127.77366969824524,0,0,0,0,0,0
127.77366969824524,0,0,0,0,0,0
129.84899730995556,0,0,0,0,0,0
129.84899730995556,1,0,0,0,0,0
129.84899730995556,1,0,0,0,0,0
134.24471563055664,1,0,0,0,0,0
134.24471563055664,2,0,0,0,0,0
134.24471563055664,0,1,0,1,0,0
136.02800785364582,0,1,0,1,0,0
136.02800785364582,0,1,0,0,0,0
136.02800785364582,0,1,0,0,0,0
137.49429673436643,0,1,0,0,0,0
137.49429673436643,0,0,0,0,0,0
137.49429673436643,0,0,0,0,0,0
143.0690025432892,0,0,0,0,0,0
143.0690025432892,1,0,0,0,0,0
143.0690025432892,1,0,0,0,0,0
147.80788683948063,1,0,0,0,0,0
147.80788683948063,2,0,0,0,0,0
147.80788683948063,0,0,0,1,1,0
149.3997507896449,0,0,0,1,1,0
149.3997507896449,0,0,0,0,1,0
149.3997507896449,0,0,0,0,1,0
149.8049816210106,0,0,0,0,1,0
149.8049816210106,0,0,0,0,0,0
149.8049816210106,0,0,0,0,0,0
151.30723558808901,0,0,0,0,0,0
151.30723558808901,1,0,0,0,0,0
151.30723558808901,1,0,0,0,0,0
151.4752009030093,1,0,0,0,0,0
151.4752009030093,2,0,0,0,0,0
151.4752009030093,0,1,0,0,0,1
151.98511107981201,0,1,0,0,0,1
151.98511107981201,1,1,0,0,0,1
151.98511107981201,1,1,0,0,0,1
152.47488972725856,1,1,0,0,0,1
152.47488972725856,2,1,0,0,0,1
152.47488972725856,0,1,0,1,1,1
153.2241953229611,0,1,0,1,1,1
153.2241953229611,0,1,0,1,0,1
153.2241953229611,0,1,0,1,0,1
153.52788817838123,0,1,0,1,0,1
153.52788817838123,0,0,0,1,0,1
153.52788817838123,0,0,0,1,0,1
155.2650930588618,0,0,0,1,0,1
155.2650930588618,0,0,0,1,0,0
155.2650930588618,0,0,0,1,0,0
155.2762090275363,0,0,0,1,0,0
155.2762090275363,0,0,0,0,0,0
155.2762090275363,0,0,0,0,0,0
166.57837126846664,0,0,0,0,0,0
166.57837126846664,1,0,0,0,0,0
166.57837126846664,1,0,0,0,0,0
167.72119653307115,1,0,0,0,0,0
167.72119653307115,2,0,0,0,0,0
167.72119653307115,0,0,1,0,1,0
169.4548842572817,0,0,1,0,1,0
169.4548842572817,0,0,1,0,0,0
169.4548842572817,0,0,1,0,0,0
169.84741799990672,0,0,1,0,0,0
169.84741799990672,0,0,0,0,0,0
169.84741799990672,0,0,0,0,0,0
171.13184367435147,0,0,0,0,0,0
171.13184367435147,1,0,0,0,0,0
171.13184367435147,1,0,0,0,0,0
171.18819897547894,1,0,0,0,0,0
171.18819897547894,2,0,0,0,0,0
171.18819897547894,0,0,1,1,0,0
171.95083926181752,0,0,1,1,0,0
171.95083926181752,0,0,0,1,0,0
171.95083926181752,0,0,0,1,0,0
174.08809378864964,0,0,0,1,0,0
174.08809378864964,0,0,0,0,0,0
174.08809378864964,0,0,0,0,0,0
176.79331073777098,0,0,0,0,0,0
176.79331073777098,1,0,0,0,0,0
176.79331073777098,1,0,0,0,0,0
177.94550716683688,1,0,0,0,0,0
177.94550716683688,2,0,0,0,0,0
177.94550716683688,0,0,1,0,1,0
179.73199178184274,0,0,1,0,1,0
179.73199178184274,0,0,1,0,0,0
179.73199178184274,0,0,1,0,0,0
181.1021453318396,0,0,1,0,0,0
181.1021453318396,0,0,0,0,0,0
181.1021453318396,0,0,0,0,0,0
199.57000055134688,0,0,0,0,0,0
199.57000055134688,1,0,0,0,0,0
199.57000055134688,1,0,0,0,0,0
199.63569125104604,1,0,0,0,0,0
199.63569125104604,2,0,0,0,0,0
199.63569125104604,0,0,1,1,0,0
200.67582838295388,0,0,1,1,0,0
200.67582838295388,0,0,1,0,0,0
200.67582838295388,0,0,1,0,0,0
203.326337687341,0,0,1,0,0,0
203.326337687341,0,0,0,0,0,0
203.326337687341,0,0,0,0,0,0
208.45766025099724,0,0,0,0,0,0
208.45766025099724,1,0,0,0,0,0
208.45766025099724,1,0,0,0,0,0
214.74211101131561,1,0,0,0,0,0
214.74211101131561,2,0,0,0,0,0
214.74211101131561,0,1,1,0,0,0
216.3406550492156,0,1,1,0,0,0
216.3406550492156,0,0,1,0,0,0
216.3406550492156,0,0,1,0,0,0
217.4650597654256,0,0,1,0,0,0
217.4650597654256,0,0,0,0,0,0
217.4650597654256,0,0,0,0,0,0
224.63425313216078,0,0,0,0,0,0
224.63425313216078,1,0,0,0,0,0
224.63425313216078,1,0,0,0,0,0
225.3396639752004,1,0,0,0,0,0
225.3396639752004,2,0,0,0,0,0
225.3396639752004,0,1,0,0,0,1
226.14915592839006,0,1,0,0,0,1
226.14915592839006,1,1,0,0,0,1
226.14915592839006,1,1,0,0,0,1
227.05007677620387,1,1,0,0,0,1
227.05007677620387,1,0,0,0,0,1
227.05007677620387,1,0,0,0,0,1
229.00527484847757,1,0,0,0,0,1
229.00527484847757,1,0,0,0,0,0
229.00527484847757,1,0,0,0,0,0
231.60396385925242,1,0,0,0,0,0
231.60396385925242,2,0,0,0,0,0
231.60396385925242,0,1,0,0,0,1
232.99142692260395,0,1,0,0,0,1
